X,Y,objectid,cod_seg_pr,cod_via,cod_pr,distancia,lado,material,fecha_inst,leyen_front,estado,observacion,lat,lon,alt,key,fuente,fecha_fuente,fecha_act
-76.695855495378254,8.088011735895309,28,62014,6201,4,994,2,1,, ,2, ,8.08801174,-76.6958555,6.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.713331369424537,8.093184402603276,29,62012,6201,2,995,2,1,, ,1, ,8.0931844,-76.71333137,5.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.728303150090468,8.0952259142105,30,90010,9001,0,936,1,1,2008-11-01T00:00:00.000Z,0-9001,1,BUEN ESTADO,8.09522591,-76.72830315,1.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.677189835975824,7.679076569202196,31,620153,6201,53,829,1,1,, ,1, ,7.67907657,-76.67718984,33.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.67323368870224,7.696662877639777,32,620151,6201,51,1009,1,1,, ,1,No Cump. Altura Permitida,7.69666288,-76.67323369,27.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.592589217165809,5.422335113876328,33,250867,2508,67,1030,1,1,1997-01-01T00:00:00.000Z,67/2508,0, ,5.42233511,-75.59258922,702.321,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.705253280849774,5.42492713887636,34,250837,2508,37,1000,1,1,1997-01-01T00:00:00.000Z,37/2508,0, ,5.42492714,-75.70525328,1782.1079,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.648340081239795,5.43703999657577,35,250851,2508,51,1000,1,1,1997-01-01T00:00:00.000Z,51/2508,0, ,5.43704,-75.64834008,1136.6646,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.586953300260973,5.439043516862831,36,250869,2508,69,960,1,1,1997-01-01T00:00:00.000Z,69/2508,0, ,5.43904352,-75.5869533,704.9923,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.699491456074711,5.439538828167583,37,250839,2508,39,976,1,1,1997-01-01T00:00:00.000Z,39/2508,0, ,5.43953883,-75.69949146,1787.0315,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.689244164321295,5.443812243937325,38,250841,2508,41,1013,1,1,1997-01-01T00:00:00.000Z,41/2508,0, ,5.44381224,-75.68924416,1672.9524,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.679974156053689,5.446244256011332,39,250845,2508,45,996,1,1,1997-01-01T00:00:00.000Z,45/2508,0, ,5.44624426,-75.67997416,1405.2953,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.667009713890721,5.450148324962658,40,250847,2508,47,988,1,1,1997-01-01T00:00:00.000Z,47/2508,0, ,5.45014833,-75.66700971,1253.3137,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.681804082677928,5.452688031011423,41,250843,2508,43,1000,1,1,1997-01-01T00:00:00.000Z,43/2508,0, ,5.45268803,-75.68180408,1549.9921,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.582736402603103,5.455004924725989,42,250871,2508,71,1012,1,1,1997-01-01T00:00:00.000Z,71/2508,0, ,5.45500493,-75.5827364,691.9789,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.580337307906419,5.471675822356418,43,250873,2508,73,993,1,1,1997-01-01T00:00:00.000Z, ,0, ,5.47167582,-75.58033731,680.1634,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.577126039174843,5.488480181035248,44,250875,2508,75,1000,1,1,1997-01-01T00:00:00.000Z,75/2508,0, ,5.48848018,-75.57712604,678.4522,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.581504397326924,5.505586824564147,45,250877,2508,77,996,1,1,1997-01-01T00:00:00.000Z,77/2508,0, ,5.50558683,-75.5815044,667.2553,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.570576292182608,5.535386056105658,46,250881,2508,81,993,1,1,1997-01-01T00:00:00.000Z,81/2508,0, ,5.53538606,-75.57057629,655.7573,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.576863688891052,5.550639102592244,47,250883,2508,83,997,1,1,1997-01-01T00:00:00.000Z,83/2508,0, ,5.5506391,-75.57686369,652.6869,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.576978552873186,5.568594168574472,48,250885,2508,85,997,1,1,1997-01-01T00:00:00.000Z,85/2508,0, ,5.56859417,-75.57697855,643.0276,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.578601257025994,5.585099989399196,49,250887,2508,87,1006,1,1,1997-01-01T00:00:00.000Z,87/2508,0, ,5.58509999,-75.57860126,644.4893,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.582339713760163,5.602777058404572,50,250889,2508,89,1021,1,1,1997-01-01T00:00:00.000Z,89/2508,0, ,5.60277706,-75.58233971,665.1979,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.586253918693146,5.619441192194225,51,250891,2508,91,1008,1,1,1997-01-01T00:00:00.000Z,91/2508,0, ,5.61944119,-75.58625392,733.743,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.591760953405867,5.63314111419542,52,250893,2508,93,1009,1,1,1997-01-01T00:00:00.000Z,93/2508,0, ,5.63314111,-75.59176095,723.7512,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.590925207577911,5.649446810741316,53,250895,2508,95,1000,1,1,1997-01-01T00:00:00.000Z,95/2508,0, ,5.64944681,-75.59092521,680.9785,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.577481108172364,5.659845164325294,54,250897,2508,97,1000,1,1,1997-01-01T00:00:00.000Z,97/2508,0, ,5.65984516,-75.57748111,622.306,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.580636372335874,5.67164696390418,55,250899,2508,99,1013,1,1,1997-01-01T00:00:00.000Z,99/2508,0, ,5.67164696,-75.58063637,612.1155,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.589266550152473,5.673796011277764,56,2508100,2508,100,1001,1,1,1997-01-01T00:00:00.000Z,100/2508,0, ,5.67379601,-75.58926655,620.2916,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.597297357638467,5.677886872373202,57,2508101,2508,101,1004,1,1,1997-01-01T00:00:00.000Z,101/2508,0, ,5.67788687,-75.59729736,604.6677,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.600267841941303,5.693604877659908,58,2508103,2508,103,960,1,1,1997-01-01T00:00:00.000Z,103/2508,0, ,5.69360488,-75.60026784,613.2001,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.669262489257719,7.714305845067975,59,620149,6201,49,1005,1,1,, ,1,No Cumple Altura,7.71430585,-76.66926249,35.4,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.665288241829472,7.731961638903688,60,620147,6201,47,1003,1,1,, ,1,No Cumple Altura,7.73196164,-76.66528824,34.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.661332621866933,7.749612286244393,61,620145,6201,45,1007,1,1,, ,1, ,7.74961229,-76.66133262,33.4,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.657706010775541,7.767312552215608,62,620143,6201,43,1025,1,1,, ,1,No Cumple Altura,7.76731255,-76.65770601,33.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.654339275109308,7.785036086413649,63,620141,6201,41,1007,1,1,, ,1, ,7.78503609,-76.65433928,28.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.651568410835665,7.80288842275109,64,620139,6201,39,984,1,1,, ,1, ,7.80288842,-76.65156841,31.2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.649311180783599,7.820868562216035,65,620137,6201,37,1009,1,1,, ,1, ,7.82086856,-76.64931118,31.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.64463632828209,7.83827091662091,66,620135,6201,35,1001,1,1,, ,1, ,7.83827092,-76.64463633,26.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.635196963328923,7.873213715729597,67,620131,6201,31,1008,1,1,, ,1, ,7.87321372,-76.63519696,28.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.630321672433027,7.890616404656729,68,620129,6201,29,1016,1,1,, ,1, ,7.89061641,-76.63032167,28.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.625411994028056,7.908046669143911,69,620127,6201,27,1000,1,1,, ,1, ,7.90804667,-76.62541199,24.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.621276252867901,7.925608333386406,70,620125,6201,25,1001,1,1,, ,1, ,7.92560833,-76.62127625,27,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.622865419317918,7.943570419360775,71,620123,6201,23,1003,1,1,, ,1, ,7.94357042,-76.62286542,27.9,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.627808021876348,7.960978195330738,72,620121,6201,21,1003,1,1,, ,2,Reg. En Pintura Amb. Caras,7.9609782,-76.62780802,22.4,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.632802868655091,7.978346852600949,73,620119,6201,19,1001,1,1,, ,1, ,7.97834685,-76.63280287,27.9,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.637579124782491,7.994838965695616,74,620117,6201,17,906,1,1,, ,1, ,7.99483897,-76.63757912,27.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.642938907653843,8.013063934135078,75,620115,6201,15,1003,1,1,, ,1, ,8.01306393,-76.64293891,22.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.64802022536351,8.030235385902969,76,620113,6201,13,1008,1,1,, ,1, ,8.03023539,-76.64802023,19.3,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.653147024776032,8.047592600409887,77,620111,6201,11,1002,1,1,, ,2,No cumple altura permitida,8.0475926,-76.65314703,17.2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.720052264343011,8.098125470303323,78,62011,6201,1,1006,1,1,, ,1, ,8.09812547,-76.72005226,4.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.704627062630692,8.090709465862203,79,62013,6201,3,1010,1,1,, ,1, ,8.09070947,-76.70462706,6.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.687269616183244,8.085340182956703,80,62015,6201,5,1003,1,1,, ,1, ,8.08534018,-76.68726962,6.3,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.671848128106305,8.075830957794928,81,62017,6201,7,1002,1,1,, ,1, ,8.07583096,-76.67184813,18.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.658341850011738,8.064924958146676,82,62019,6201,9,1012,1,1,, ,1, ,8.06492496,-76.65834185,24.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.639938359433387,7.855790098111386,83,620133,6201,33,1007,1,1,, ,1,Ladeado,7.8557901,-76.63993836,28.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.259424094607468,6.998090324921652,84,6202112,6202,112,862,2,1,, ,1, ,6.99809033,-76.2594241,448.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-76.274842891331815,7.004732426950694,85,6202110,6202,110,967,2,1,, ,1, ,7.00473243,-76.27484289,389,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-81.364728548931652,13.38160370010279,86,030117,0301,17,0,1,1,, ,0,0,13.3816037,-81.36472855,279.4728,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.593073539359665,5.018072156347115,87,29CL03_10,29CL03_1,0,0,2,1,,0,0, ,5.01807216,-75.59307354,1264.4364,10-15mt,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.589026305611199,5.026038786051826,88,29CL03_11,29CL03_1,1,0,1,1,,0,0, ,5.02603879,-75.58902631,1223.9722,10-15mt,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.583653858290987,5.032952393672455,89,29CL03_12,29CL03_1,2,0,2,1,,0,0, ,5.03295239,-75.58365386,1206.0519,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.580013686232064,5.040626944164271,90,29CL03_13,29CL03_1,3,0,1,1,,0,0, ,5.04062694,-75.58001369,1285.9286,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.776828532795506,5.228076627793231,91,25081,2508,1,1004,1,1,1997-01-01T00:00:00.000Z,1/2508,0, ,5.22807663,-75.77682853,1548.7103,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.782681886016547,5.230463432952476,92,25083,2508,3,1028,1,1,1997-01-01T00:00:00.000Z,3/2508,0, ,5.23046343,-75.78268189,1666.683,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.782296271604437,5.258454294436144,93,25087,2508,7,1011,1,1,1997-01-01T00:00:00.000Z,7/2508,0, ,5.25845429,-75.78229627,1865.1062,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.786488131418679,5.272682685676379,94,25089,2508,9,941,1,1,1997-01-01T00:00:00.000Z,9/2508,0, ,5.27268269,-75.78648813,1903.0371,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.789938874835343,5.288243975194121,95,250811,2508,11,1000,1,1,1997-01-01T00:00:00.000Z,11/2508,0, ,5.28824398,-75.78993888,1974.8225,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.776751600176269,5.331004439368337,96,250817,2508,17,1001,1,1,1997-01-01T00:00:00.000Z,17/2508,0, ,5.33100444,-75.7767516,2129.8647,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.768483916831329,5.345285714161855,97,250819,2508,19,1012,1,1,1997-01-01T00:00:00.000Z,19/2508,0, ,5.34528571,-75.76848392,2070.3735,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.762938778279192,5.359232708339337,98,250821,2508,21,998,1,1,1997-01-01T00:00:00.000Z,21/2508,0, ,5.35923271,-75.76293878,2065.4194,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.751506575428365,5.369057158202884,99,250823,2508,23,972,1,1,1997-01-01T00:00:00.000Z,23/2508,0, ,5.36905716,-75.75150658,2004.4242,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.739742641811091,5.375505341897538,100,250825,2508,25,1000,1,1,1997-01-01T00:00:00.000Z,25/2508,0, ,5.37550534,-75.73974264,2072.5469,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.728115810869113,5.376860300058806,101,250827,2508,27,997,1,1,1997-01-01T00:00:00.000Z,27/2508,0, ,5.3768603,-75.72811581,2147.6836,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.613041571769443,5.377917452725004,102,250861,2508,61,949,1,1,1997-01-01T00:00:00.000Z,61/2508,0, ,5.37791745,-75.61304157,727.2153,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.714748731219402,5.379045147050145,103,250829,2508,29,1002,1,1,1997-01-01T00:00:00.000Z,29/2508,0, ,5.37904515,-75.71474873,2102.9827,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.622128093750362,5.384724443958856,104,250859,2508,59,1002,1,1,1997-01-01T00:00:00.000Z,59/2508,0, ,5.38472444,-75.62212809,824.0582,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.601069378126581,5.387817535730864,105,250863,2508,63,1021,1,1,1997-01-01T00:00:00.000Z,63/2508,0, ,5.38781754,-75.60106938,715.4228,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.709890380753137,5.388948297183621,106,250831,2508,31,993,1,1,1997-01-01T00:00:00.000Z,31/2508,0, ,5.3889483,-75.70989038,2048.0396,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.629079863781712,5.392134064020379,107,250857,2508,57,999,1,1,1997-01-01T00:00:00.000Z,57/2508,0, ,5.39213406,-75.62907986,903.4655,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.71810609206733,5.400838206215131,108,250833,2508,33,1008,1,1,1997-01-01T00:00:00.000Z,33/2508,0, ,5.40083821,-75.71810609,1936.0358,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.596892386328591,5.405405338722629,109,250865,2508,65,999,1,1,1997-01-01T00:00:00.000Z,65/2508,0, ,5.40540534,-75.59689239,708.1015,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.71085276657827,5.41028151065907,110,250835,2508,35,1009,1,1,1997-01-01T00:00:00.000Z,35/2508,0, ,5.41028151,-75.71085277,1890.816,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.647671464275504,5.419497496835326,111,250853,2508,53,1002,1,1,1997-01-01T00:00:00.000Z,53/2508,0, ,5.4194975,-75.64767146,1113.4966,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.596694077839729,5.710939667135465,112,2508105,2508,105,991,2,1,1997-01-01T00:00:00.000Z,105/2508,0, ,5.71093967,-75.59669408,600.8134,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.601186374709201,5.726982219240697,113,2508107,2508,107,991,1,1,1997-01-01T00:00:00.000Z,107/2508,0, ,5.72698222,-75.60118637,593.8193,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.78264716702914,5.234952777669454,114,25084,2508,4,1000,2,1,1997-01-01T00:00:00.000Z,4/2508,0, ,5.23495278,-75.78264717,1729.3882,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.776049464373784,5.235611861283334,115,25082,2508,2,1001,2,1,1997-01-01T00:00:00.000Z,2/2508,0, ,5.23561186,-75.77604946,1599.6705,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
